bdb,strongs,LemmaGuess
BDB2975,H4271,מַחְסֵיָה
BDB2976,H2628,חָסַל
BDB2977,H2625,חָסִיל
BDB2978,H2629,חָסַם
BDB2979,H4269,מַחְסוֺם
BDB2980,H2630,חסן
BDB2981,H2633,חֹ֫סֶן
BDB2982,H2630,חָסַן
BDB2983,H2634,חָסֹן
BDB2984,H2626,חֲסִין
BDB2985,H2636,חַסְפַּס
BDB2986,H2637,חָסֵר
BDB2987,H2639,חֶ֫סֶר
BDB2988,H2640,חֹ֫סֶר
BDB2989,H2638,חָסֵר
BDB2990,H2641,חַסְרָה
BDB2991,H2642,חֶסְרוֺן
BDB2992,H4270,מַחְסוֺר
BDB2993,H2644,חָפָא
BDB2994,H2645,חָפָה
BDB2995,H2648,חָפַז
BDB2996,H2649,חִפָּזוֺן
BDB2998,H2651,חֹ֫פֶן
BDB2999,H2652,חָפְנִי
BDB3000,H2653,חָפַף
BDB3001,H2348,חוֺף
BDB3002,H2646,חֻפָּה
BDB3003,H2647,חֻפָּה
BDB3004,H2650,חֻפִּים
BDB3006,H2643,חַף
BDB3007,H2654,חָפֵץ
BDB3008,H2655,חָפֵץ
BDB3009,H2656,חֵ֫פֶץ
BDB3010,H2657,חֶפְצִיבָֿהּ
BDB3011,H2654,חָפַץ
BDB3012,H2658,חָפַר
BDB3013,H2660,חֵ֫פֶר
BDB3014,H2662,חֶפְרִי
BDB3015,H2660,חֵ֫פֶר
BDB3016,H2663,חֲפָרַיִם
BDB3017,H2661,חֲפַרְפָּרָה
BDB3017,H6512,חֲפַרְפָּרָה
BDB3018,H2659,חָפֵר
BDB3019,H6548,חָפְרַע
BDB3020,H2664,חָפַשׂ
BDB3021,H2665,חֵ֫פֶשׂ
BDB3022,H2666,חָפַשׁ
BDB3023,H2667,חֹ֫פֶשׁ
BDB3024,H2668,חֻפְֿשָׁה
BDB3025,H2670,חָפְשִׁי
BDB3026,H2669,חָפְשִׁית
BDB3027,H2672,חָצַב
BDB3028,H4274,מַחְצֵב
BDB3029,H2673,חָצָה
BDB3030,H2676,חָצוֺת
BDB3031,H2677,חֲצִי
BDB3032,H2679,חֲצִי הַמְּנֻחוֺת
BDB3032,H2680,חֲצִי הַמְּנֻחוֺת
BDB3033,H2678,חֵ֫צִי
BDB3034,H3183,יַחְצְאֵל
BDB3034,H3185,יַחְצְאֵל
BDB3035,H3184,יַחְצְאֵלִי
BDB3036,H4275,מֶחֱצָה
BDB3037,H4276,מַחֲצִית
BDB3037,H2676,מַחֲצִית
BDB3037,H2677,מַחֲצִית
BDB3039,H2683,חֵ֫צֶן
BDB3040,H2684,חֹ֫צֶן
BDB3041,H2686,חָצַן
BDB3042,H2687,חָצָץ
BDB3043,H2671,חֵץ
BDB3044,H2688,חַצֲצֹן תָּמָר
BDB3045,H2686,חצץ
BDB3047,H2691,חָצֵר
BDB3047,H2699,חָצֵר
BDB3049,H2691,חָצֵר
BDB3049,H2699,חָצֵר
BDB3050,H2692,חֲצַראַֿדָּר
BDB3051,H2693,חֲצַר גַּדָּה
BDB3052,H2701,חֲצַר סוּסָה
BDB3052,H2702,חֲצַר סוּסָה
BDB3053,H2703,חֲצַר עֵינוֺן
BDB3053,H2704,חֲצַר עֵינוֺן
BDB3054,H2705,חֲצַר שׁוּעָל
BDB3055,H2694,חָצֵר הַתִּיכוֺן
BDB3056,H2674,חָצוֺר
BDB3057,H2675,חָצוֺר חֲדַתָּה
BDB3058,H2681,חָצִיר
BDB3059,H2695,חֶצְרוֺ
BDB3060,H2696,חֶצְרוֺן
BDB3061,H2697,חֶצְרוֺנִי
BDB3062,H2698,חֲצֵרוֺת
BDB3063,H2700,חֲצַרְמָ֫וֶת
BDB3065,H2682,חָצִיר
BDB3067,H2689,חֲצֹצְרָה
BDB3068,H2690,חצצר
BDB3069,H2707,חָקָה
BDB3070,H2709,חֲקוּפָא
BDB3071,H2710,חָקַק
BDB3072,H2706,חֹק
BDB3072,H2711,חֹק
BDB3073,H2708,חֻקָּה
BDB3074,H2712,חֻקֹֿק
BDB3075,H2712,חוּקֹק
BDB3076,H2713,חָקַר
BDB3077,H2714,חֵ֫קֶר
BDB3078,H4278,מֶחְקָר
BDB3079,H2352,חֹר
BDB3079,H2356,חֹר
BDB3079,H2715,חֹר
BDB3079,H2735,חֹר
BDB3081,H2716,חֶרֶא
BDB3081,H2755,חֶרֶא
BDB3081,H3123,חֶרֶא
BDB3082,H4280,מַחֲרָאָה
BDB3083,H4280,מַחֲרָאָה
BDB3084,H2717,חָרֵב
BDB3085,H2720,חָרֵב
BDB3086,H2721,חֹ֫רֶב
BDB3087,H2724,חָֽרָבָה
BDB3088,H2725,חֵרָבוֺן
BDB3089,H2717,חָרֵב
BDB3090,H2720,חָרֵב
BDB3091,H2721,חֹ֫רֶב
BDB3092,H2722,חֹרֵב
BDB3093,H2723,חָרְבָּה
BDB3094,H2717,חָרַב
BDB3095,H2719,חֶ֫רֶב
BDB3096,H2726,חַרְבוֺנָא
BDB3097,H2726,ךְַרְבּוֺנָה
BDB3098,H2727,חָרַג
BDB3100,H2728,חַרְגֹּל
BDB3101,H2729,חָרַד
BDB3102,H2730,חָרֵד
BDB3103,H5878,חֲרֹד
BDB3104,H2733,חֲרֹדִי
BDB3104,H2033,חֲרֹדִי
BDB3105,H2731,חֲרָדָה
BDB3106,H2732,חֲרָדָה
BDB3107,H2734,חָרָה
BDB3107,H8474,חָרָה
BDB3108,H2740,חָרוֺן
BDB3109,H2750,חֳרִי
BDB3110,H2739,חֲרוּמַף
BDB3112,H2737,חָרוּז
BDB3113,H2736,חַרְחֲיָה
BDB3114,H2745,חַרְחַס
BDB3116,H2747,חֶ֫רֶט
BDB3117,H2748,חַרְטֹם
BDB3119,H2754,חָרִיט
BDB3120,H2751,חֹרִי
BDB3121,H2752,חֹרִי
BDB3121,H2753,חֹרִי
BDB3122,H2760,חָרַךְ
BDB3124,H2762,חֲרַכִּים
BDB3126,H2738,חָרוּל
BDB3127,H2763,חָרַם
BDB3128,H2764,חֵ֫רֶם
BDB3129,H2765,חֳרֵם
BDB3130,H2766,חָרִם
BDB3131,H2767,חָרְמָה
BDB3132,H2768,חֶרְמוֺן
BDB3132,H2769,חֶרְמוֺן
BDB3133,H2763,חָרַם
BDB3134,H2764,חֵ֫רֶם
BDB3135,H2770,חֶרְמֵשׁ
BDB3136,H2771,חָרָן
BDB3137,H2771,חָרָן
BDB3138,H2772,חֹרֹנִי
BDB3139,H2773,חֹרוֺנַיִם
BDB3140,H2774,חַרְנֶ֫פֶר
BDB3142,H2775,חֶ֫רֶס
BDB3143,H2776,חֶ֫רֶס
BDB3145,H8475,תַּחֲרֵעַ
BDB3145,H8390,תַּחֲרֵעַ
BDB3146,H2778,חָרַף
BDB3147,H2781,חֶרְפָּה
BDB3149,H2779,חֹ֫רֶף
BDB3150,H2778,חָרַף
BDB3151,H2780,חָרֵף
BDB3152,H2756,חָרִף
BDB3153,H2741,חֲרִיפִּי
BDB3154,H2778,חָרַף
BDB3155,H2782,חָרַץ
BDB3155,H2742,חָרַץ
BDB3156,H2742,חָרוּץ
BDB3157,H2742,חָרוּץ
BDB3159,H2743,חָרוּץ
BDB3160,H2757,חָרִיץ
BDB3161,H2785,חַרְצַנִּים
BDB3163,H2742,חָרוּץ
BDB3165,H2784,חַרְצֻבָּה
BDB3166,H2786,חָרַק
BDB3167,H2787,חָרַר
BDB3168,H2788,חָרֵר
BDB3169,H2746,חַרְחֻר
BDB3170,H2744,חַרְחוּר
BDB3172,H2715,חֹר
BDB3174,H2356,חֹר
BDB3175,H2352,חֻר
BDB3176,H2752,חֹרִי
BDB3176,H2753,חֹרִי
BDB3178,H2789,חֶ֫רֶשׂ
BDB3179,H2775,חֶ֫רֶס
BDB3180,H2777,חרסות
BDB3181,H2790,חָרַשׁ
BDB3181,H2794,חָרַשׁ
BDB3182,H2796,חָרָשׁ
BDB3182,H1516,חָרָשׁ
BDB3182,H2798,חָרָשׁ
BDB3183,H2799,חֲר֫שֶׁת
BDB3183,H2800,חֲר֫שֶׁת
BDB3184,H2758,חָרִישׁ
BDB3185,H4281,מַחֲרֵשָׁה
BDB3185,H4282,מַחֲרֵשָׁה
BDB3186,H2790,חָרֵשׁ
BDB3187,H2795,חֵרֵשׁ
BDB3188,H2791,חֶ֫רֶשׁ
BDB3190,H2793,חֹ֫רֶשׁ
BDB3192,H2791,חֶ֫רֶשׁ
BDB3193,H2792,חֶ֫רֶשׁ
BDB3194,H2797,חַרְשָׁא
BDB3195,H2800,חֲר֫שֶׁת
BDB3195,H1471,חֲר֫שֶׁת
BDB3196,H2759,חֲרִישִׁי
BDB3197,H2801,חָרַת
BDB3198,H2802,חֶרֶת
BDB3199,H2820,חָשַׂךְ
BDB3200,H2834,חָשַׂף
BDB3201,H2835,חָשִׂיף
BDB3202,H2817,חֲשׂוּפָא
BDB3203,H2834,חֲשׂוּפַי
BDB3204,H4286,מַחְשׂף
BDB3205,H2803,חָשַׁב
BDB3206,H2805,חֵ֫שֶׁב
BDB3207,H2807,חֲשֻׁבָה
BDB3208,H2815,חַשּׁוּב
BDB3209,H2808,חֶשְׁבּוֺן
BDB3210,H2809,חֶשְׁבּוֺן
BDB3211,H2810,חִשָּׁבוֺן
BDB3212,H2811,חֲשַׁבְיָ֫הוּ
BDB3213,H2812,חֲשַׁבְנָה
BDB3214,H2813,חֲשַׁבְנְיָה
BDB3215,H4284,מַחֲשָׁבָה
BDB3216,H2806,חַשְׁבַּדָּנָה
BDB3217,H2814,חָשָׁה
BDB3218,H2821,חָשַׁךְ
BDB3219,H2822,ח֫שֶׁךְ
BDB3220,H2823,חָשֹׁךְ
BDB3221,H2825,חֲשֵׁכָה
BDB3221,H2824,חֲשֵׁכָה
BDB3222,H4285,מַחְשַׁךְ
BDB3223,H2826,חָשַׁל
BDB3224,H2828,חָשֻׁם
BDB3225,H2830,חַשְׁמַל
BDB3226,H2831,חַשְׁמַן
BDB3227,H2829,חֶשְׁמוֺן
BDB3228,H2832,חַשְׁמֹנָה
BDB3230,H2833,ח֫שֶׁן
BDB3231,H2836,חָשַׁק
BDB3232,H2837,חֵ֫שֶׁק
BDB3233,H2838,חָשׁוּק
BDB3234,H2836,חשׁק
BDB3235,H2839,חִשּׁוּק
BDB3237,H2841,חַשְׁרָה
BDB3238,H2840,חִשּׁוּר
BDB3240,H2842,חֲשַׁשׁ
BDB3241,H2845,חֵת
BDB3242,H2850,חִתִּי
BDB3243,H2846,חָתָה
BDB3244,H3189,יַ֫חַת
BDB3245,H4287,מַ֫חַת
BDB3246,H4289,מַחְתָּה
BDB3247,H2852,חָתַךְ
BDB3248,H2853,חָתַל
BDB3249,H2854,חֲתֻלָּה
BDB3250,H2848,חִתּוּל
BDB3251,H2855,חֶתְלֹן
BDB3252,H2856,חָתַם
BDB3253,H2368,חֹתָם
BDB3254,H2369,חוֺתָם
BDB3255,H2858,חֹתֶ֫מֶת
BDB3257,H2859,חֹתֵן
BDB3258,H2860,חָתָן
BDB3259,H2859,חתן
BDB3260,H2861,חֲתֻנָּה
BDB3261,H2862,חָתַף
BDB3262,H2863,חֶ֫תֶף
BDB3263,H2864,חָתַר
BDB3264,H4290,מַחְתֶּ֫רֶת
BDB3265,H2865,חָתַת
BDB3266,H2844,חַת
BDB3267,H2844,חַת
BDB3268,H2866,חֲתַת
BDB3269,H2847,חִתָּה
BDB3270,H2867,חֲתַת
BDB3271,H2849,חַתְחַת
BDB3272,H2851,חִתִּית
BDB3273,H4288,מְחִתָּה
BDB3275,H2894,טֵאטֵא
BDB3276,H4292,מַטְאֲטֵא
BDB3277,H2870,טָֽבְאֵל
BDB3278,H2870,טָֽבְאַ֑ל
BDB3279,H2873,טָבַח
BDB3280,H2874,טֶ֫בַח
BDB3281,H2875,טֶ֫בַח
BDB3282,H2878,טִבְחָה
BDB3283,H2876,טַבָּח
BDB3284,H2879,טַבָּחָה
BDB3285,H4293,מַטְבֵּחַ
BDB3286,H2880,טִבְחַת
BDB3287,H2881,טָבַל
BDB3288,H2882,טְבַלְיָ֫הוּ
BDB3290,H2871,טְבוּל
BDB3291,H2883,טָבַע
BDB3292,H2885,טַבַּ֫עַת
BDB3293,H2884,טַבָּעוֺת
BDB3295,H2872,טַבּוּר
BDB3296,H2886,טַבְרִמּוֺן
BDB3297,H2887,טֵבֵ֑ת
BDB3298,H2888,טַבָּ֑ת
BDB3299,H2891,טָהֵר
BDB3300,H2892,טֹּ֫הַר
BDB3301,H2892,טֳהָר
BDB3302,H2893,טָֽהֳרָה
BDB3303,H2889,טָהוֺר
BDB3303,H2890,טָהוֺר
BDB3304,H2895,טוֺב
BDB3305,H2896,טוֺב
BDB3306,H2896,טוֺב
BDB3307,H2899,טוֺב אֲדוֺנִיָּה
BDB3308,H2898,טוּב
BDB3309,H2896,טוֺבָה
BDB3310,H2900,טוֺבִיָּ֫הוּ
BDB3311,H2897,טוֺב
BDB3312,H2901,טָוָה
BDB3313,H4299,מַטְוֶה
BDB3314,H2902,טוּחַ
BDB3315,H2915,טִיחַ
BDB3316,H2910,טֻחוֺת
BDB3318,H2916,טִיט
BDB3319,H2904,טוּל
BDB3320,H2925,טַלְטֵלָה
BDB3322,H2905,טוּר
BDB3323,H2918,טִירָה
BDB3324,H3195,יְטוּר
BDB3325,H2907,טוּשׂ
BDB3326,H2909,טָחָה
BDB3327,H2902,טָחַח
BDB3328,H2912,טָחַן
BDB3329,H2911,טְחוֺן
BDB3330,H2913,טַחֲנָה
BDB3332,H2914,טְחוֺר
BDB3334,H2903,טוֺטָפוֺת
BDB3335,H2921,טָלָא
BDB3336,H2923,טְלָאִים
BDB3337,H2923,טְלָאִים
BDB3339,H2922,טָלֶה
BDB3339,H2924,טָלֶה
BDB3339,H2923,טָלֶה
BDB3341,H2919,טַל
BDB3342,H2926,טָלַל
BDB3344,H2928,טֶ֫לֶם
BDB3345,H2829,טַלְמֹן
BDB3346,H2930,טָמֵא
BDB3347,H2931,טָמֵא
BDB3348,H2932,טֻמְאָה
BDB3349,H2930,טָמְאָה
BDB3349,H2932,טָמְאָה
BDB3350,H2933,טָמָה
BDB3351,H2934,טָמַן
BDB3352,H4301,מַטְמוֺן
BDB3354,H2935,טֶ֫נֶא
BDB3355,H2936,טָנַף
BDB3356,H2937,טָעָה
BDB3357,H2938,טָעַם
BDB3358,H2940,טַ֫עַם
BDB3359,H4303,מַטְעָם
BDB3360,H2943,טָעַן
BDB3361,H2944,טָעַן
BDB3362,H2946,טָפַח
BDB3363,H2949,טִפֻּחִים
BDB3364,H2947,טֶ֫פַח
BDB3365,H2948,טֹ֫פַח
BDB3366,H4304,מִטְפַּ֫חַת
BDB3367,H2950,טָפַל
BDB3368,H2951,טִפְסָר
BDB3369,H2952,טָפַף
BDB3370,H2945,טַף
BDB3371,H2954,טָפַשׁ
BDB3372,H2955,טָפַת
BDB3373,H2956,טָרַד
BDB3374,H4308,מְטְרֵד
BDB3376,H2961,טָרִי
BDB3377,H2959,טָרַח
BDB3378,H2960,טֹ֫רַח
BDB3379,H2958,טֶ֫רֶם
BDB3379,H2962,טֶ֫רֶם
BDB3380,H2963,טָרַף
BDB3381,H2965,טָרָף
BDB3382,H2964,טֶ֫רֶף
BDB3383,H2966,טְרֵפָה
BDB3385,H2968,יָאַב
BDB3386,H2969,יָאָה
BDB3387,H2973,יָאַל
BDB3388,H2974,יָאַל
BDB3389,H2975,יְאֹר
BDB3390,H2976,יָאַשׁ
BDB3391,H2979,יְאָֽתְרַי
BDB3392,H2980,יָבַב
BDB3393,H3103,יוֺבָב
BDB3394,H2986,יָבַל
BDB3395,H2988,יָבָל
BDB3396,H2989,יָבָל
BDB3397,H3105,יוּבַל
BDB3398,H3106,יוּבָ֑ל
BDB3399,H2981,יְבוּל
BDB3400,H0944,בּוּל
BDB3401,H3104,יוֺבֵל
BDB3402,H2990,יַבָּל
BDB3403,H0180,אוּבַל
BDB3404,H8398,תֵּבֵל
BDB3405,H2991,יִבְלְעָם
BDB3407,H2993,יָבָם
BDB3408,H2994,יְבֵ֫מֶת
BDB3409,H2992,יָבַם
BDB3410,H3001,יָבֵשׁ
BDB3411,H3002,יָבֵשׁ
BDB3412,H3003,יָבֵשׁ
BDB3413,H3004,יַבָּשָׁה
BDB3414,H3006,יַבֶּ֫שֶׁת
BDB3415,H3009,יָגַב
BDB3416,H3010,יָגֵב
BDB3417,H3013,יָגָה
BDB3418,H3015,יָגוֺן
BDB3419,H8424,תּוּגָה
BDB3420,H3014,יָגָה
BDB3422,H1660,גַּת
BDB3423,H1661,גַּת
BDB3424,H1662,גַּת הַחֵ֫פֶר
BDB3425,H1667,גַּתרִֿמּוֺן
BDB3426,H1663,גִּתִּי
BDB3427,H1665,גִּתִּית
BDB3428,H1664,גִּתָּ֑יִם
BDB3429,H3021,יָגֵעַ
BDB3430,H3022,יָגָע
BDB3431,H3023,יָגֵעַ
BDB3432,H3024,יְגִעָה
BDB3433,H3019,יָגִיעַ
BDB3434,H3018,יְגִיעַ
BDB3435,H3025,יָגֹר
BDB3436,H3016,יָגוֺר
BDB3437,H3027,יָד
BDB3438,H3030,יִדְאֲלָה
BDB3439,H3032,יָדַד
BDB3441,H3039,יָדִיד
BDB3442,H3033,יְדִדוּת
BDB3443,H3040,יְדִידָה
BDB3444,H3041,יְדִידְיָה
BDB3445,H3035,יִדּוֺ
BDB3446,H3035,יַדַּי
BDB3447,H4312,מֵידָד
BDB3448,H3034,יָדָה
BDB3449,H1960,הֻיְּדוֺת
BDB3450,H8426,תּוֺדָה
BDB3451,H3038,יְדוּתוּן
BDB3452,H3042,יְדָיָה
BDB3453,H3044,יִדְלָ֑ף
BDB3454,H3045,יָדַע
BDB3455,H3047,יָדָע
BDB3456,H1843,דֵּעַ
BDB3457,H1844,דֵּעָה
BDB3458,H1847,דַּ֫עַת
BDB3459,H3048,יְדַעְיָה
BDB3460,H3037,יַדוּעַ
BDB3461,H3043,יְדִיעֲאֵל
BDB3462,H1845,דְּעוּאֵל
BDB3463,H3049,יִדְּעֹנִי
BDB3464,H4129,מוֺדַע
BDB3465,H4130,מֹדַ֫עַת
BDB3466,H4093,מַדָּע
BDB3467,H4069,מַדּוּעַ
BDB3468,H3050,יָהּ
BDB3469,H3051,יָהַב
BDB3470,H3053,יְהָב
BDB3471,H1890,הַבְהָב
BDB3472,H3054,יהד
BDB3473,H3056,יַהִדַּי
BDB3474,H3055,יְהֻד
BDB3475,H3068,׳
BDB3476,H3058,יֵהוּא
BDB3477,H3063,יְהוּדָה
BDB3478,H3064,יְהוּדִּי
BDB3478,H3057,יְהוּדִּי
BDB3479,H3066,יְהוּדִית
BDB3480,H3065,יְהוּדִי
BDB3481,H3067,יְהוּדִית
BDB3482,H3054,יהד
BDB3483,H3068,יהוה
BDB3483,H3069,יהוה
BDB3484,H3081,יְהוּכַל
BDB3486,H3096,יַ֫הַץ
BDB3488,H3093,יָהִיר
BDB3489,H3068,׳
BDB3489,H3097,׳
BDB3490,H3102,יוֺב
BDB3491,H3103,יוֺבָב
BDB3491,H3104,יוֺבָב
BDB3491,H3105,יוֺבָב
BDB3492,H3109,יוֺחָא
BDB3493,H3116,יוּכַל
BDB3494,H3117,יוֺם
BDB3495,H3119,יוֺמָם
BDB3497,H3121,יָוֵן
BDB3499,H3123,יוֺנָה
BDB3499,H3128,יוֺנָה
BDB3500,H3124,יוֺנָה
BDB3501,H3120,יָוָן
BDB3502,H3125,יְוָנִי
BDB3504,H3149,יְזִיאֵל
BDB3505,H2109,יזן
BDB3507,H3154,יֶ֫זַע
BDB3508,H2188,זֵעָה
BDB3509,H3161,יָחַד
BDB3510,H3173,יָחִיד
BDB3511,H3162,יַ֫חַד
BDB3512,H3162,יַחְדָּו
BDB3513,H3163,יַחְדֹּי
BDB3514,H3170,יַחְזֵרָה
BDB3514,H0273,יַחְזֵרָה
BDB3515,H3176,יָחַל
BDB3516,H3175,יָחִיל
BDB3517,H8431,תּוֺחֶ֫לֶת
BDB3518,H3177,יַחְלְאֵל
BDB3519,H3178,יַחְלְאֵלִי
BDB3520,H3179,יָחַם
BDB3521,H2534,חֵמָה
BDB3523,H3182,יָחֵף
BDB3524,H0310,(ו)ייחר
BDB3524,H3186,(ו)ייחר
BDB3526,H3188,יַ֫חַשׁ
BDB3527,H3187,הִתְיַחֵשׂ
BDB3528,H3190,יָטַב
BDB3528,H2895,יָטַב
BDB3529,H3192,יָטְבָה
BDB3530,H3193,יָטְבָ֫תָה
BDB3531,H4105,מְהֵיטַבְאֵל
BDB3532,H4315,מֵיטָב
BDB3534,H3196,יַ֫יִן
BDB3535,H3027,יך
BDB3535,H3197,יך
BDB3536,H3198,יָכַח
BDB3537,H8433,תּוֺכֵחָה
BDB3538,H8433,תּוֺכַ֫חַת
BDB3539,H3201,יָכֹל
BDB3540,H3081,יוּכַל
BDB3541,H3203,יְכָלְיָהוּ
BDB3542,H3205,יָלַד
BDB3543,H2056,וָלָד
BDB3544,H3206,יֶ֫לֶד
BDB3545,H3207,יַלְדָּה
BDB3546,H3208,יַלְדוּת
BDB3547,H3209,יִלּוֺד
BDB3548,H3211,יָלִיד
BDB3549,H4038,מוֺלֶ֫דֶת
BDB3550,H4137,מוֺלָדָה
BDB3551,H4140,מוֺלִיד
BDB3552,H8435,תּוֺלֵדוֺת
BDB3553,H8434,תּוֺלָ֑ד
BDB3554,H3210,יָלוֺן
BDB3555,H3213,יָלַל
BDB3556,H3214,יְלֵל
BDB3557,H3215,יְלָלָה
BDB3558,H3216,יַָלע
BDB3560,H3217,יַלֶּ֫פֶת
BDB3562,H3218,יֶ֫לֶק
BDB3563,H3223,יְמוּאֵל
BDB3564,H3224,יְמִימָה
BDB3565,H3229,יִמְלָה
BDB3567,H3220,יָם
BDB3568,H3222,יֵמִם
BDB3569,H0541,ימן
BDB3570,H3225,יָמִין
BDB3571,H3227,יְמִינִי
BDB3572,H3228,יְמִינִי
BDB3572,H1145,יְמִינִי
BDB3573,H0541,יָמַן
BDB3573,H3231,יָמַן
BDB3574,H3233,יְמָנִי
BDB3575,H3226,יָמִין
BDB3576,H3228,יָָֽמִינִי
BDB3577,H3232,יִמְנָה
BDB3578,H8486,תֵּימָן
BDB3579,H8487,תֵּימָן
BDB3580,H8489,תֵּימָנִי
BDB3581,H8488,תֵּימְנִי
BDB3582,H3235,ימר
BDB3583,H3237,יָמַשׁ
BDB3584,H3238,יָנָה
BDB3585,H3243,יָנַק
BDB3585,H5143,יָנַק
BDB3586,H3126,יוֺנֵק
BDB3587,H3127,יוֺנֶ֫קֶת
BDB3588,H3242,יְנִיקָה
BDB3589,H3245,יָסַד
BDB3590,H3246,יְסֻד
BDB3591,H3247,יְסוֺד
BDB3592,H3248,יְסוּדָה
BDB3593,H4143,מוּסָד
BDB3594,H4145,מוּסָדָה
BDB3594,H4328,מוּסָדָה
BDB3595,H4144,מוֺסָד
BDB3595,H4146,מוֺסָד
BDB3596,H4527,מַסַּד
BDB3597,H3251,יסך
BDB3597,H5480,יסך
BDB3598,H3253,יִסְכָּה
BDB3599,H3254,יָסַף
BDB3600,H3084,יוֺסֵף
BDB3600,H3130,יוֺסֵף
BDB3601,H3131,יוֺסִפְיָה
BDB3602,H3256,יָסַר
BDB3603,H3250,יִסּוֺר
BDB3604,H4148,מוּסָר
BDB3604,H4561,מוּסָר
BDB3605,H4561,מֹסָר
BDB3606,H3259,יָעַד
BDB3607,H5712,עֵדָה
BDB3608,H4150,מוֺעֵד
BDB3609,H4151,מוֺעָד
BDB3610,H4152,מוּעָדָה
BDB3611,H5129,נוֺעַדְיָה
BDB3612,H3260,יֶעְדּוֺ
BDB3612,H5714,יֶעְדּוֺ
BDB3613,H3261,יָעָה
BDB3614,H3257,יָע
BDB3615,H3262,יְעוּאֵל
BDB3615,H3273,יְעוּאֵל
BDB3616,H3267,יָעַז
BDB3617,H3271,יָעַט
BDB3618,H3276,יָעַל
BDB3619,H3132,יוֺעֵאלָה
BDB3621,H3277,יָעֵל
BDB3622,H3278,יָעֵל
BDB3623,H3280,יַעֲלָה
BDB3624,H3279,יַעֲלָא
BDB3625,H3282,יַ֫עַן
BDB3626,H1842,יַעַן
BDB3628,H3283,יָעֵן
BDB3629,H3284,יַעֲנָה
BDB3630,H3285,יעני
BDB3631,H3286,יָעֵף
BDB3632,H3287,יָעֵף
BDB3633,H3288,יְעָף
BDB3635,H8443,תּוֺעָפָה
BDB3636,H3289,יָעַץ
BDB3637,H6098,עֵצָה
BDB3638,H4156,מוֺעֵצָה
BDB3640,H3264,יַ֫עַר
BDB3640,H3293,יַ֫עַר
BDB3642,H3293,יַ֫עַר
BDB3643,H3295,יַעְרָה
BDB3644,H3294,יַעְרָה
BDB3645,H3296,יַעֲרֵי אֹרְגִים
BDB3646,H3297,יְעָרִים
BDB3647,H3302,יָפָה
BDB3648,H3303,יָפֶה
BDB3649,H3304,יְפֵהפִֿיָּה
BDB3650,H3308,יֳפִי
BDB3651,H3305,יָפוֺ
BDB3652,H3306,יָפַח
BDB3653,H3307,יָפֵחַ
BDB3654,H3313,יָפַע
BDB3655,H3314,יִפְעָה
BDB3656,H3309,יָפִיעַ
BDB3657,H4158,מֵיפַ֫עַת
BDB3658,H3318,יָצָא
BDB3659,H3329,יָצִיא
BDB3660,H6631,צֶאֱצָא
BDB3661,H4161,מוֺצָא
BDB3662,H4162,מוֺצָא
BDB3663,H4163,מוֺצָאָה
BDB3664,H8444,תּוֺצָאָה
BDB3665,H3320,יָצַב
BDB3666,H3322,יָצַג
BDB3667,H3331,יָצַע
BDB3668,H3326,יָצוּעַ
BDB3669,H3326,יָצִיעַ
BDB3670,H4702,מַצָּע
BDB3671,H3332,יָצַק
BDB3672,H3333,יְצֻקָה
BDB3673,H4165,מוּצָק
BDB3674,H4166,מוּצֶ֫קֶת
BDB3675,H3335,יָצַר
BDB3676,H3336,יֵ֫צָר
BDB3677,H3337,יֵּ֫צֶר
BDB3678,H3339,יִצְרִי
BDB3678,H3340,יִצְרִי
BDB3679,H3338,יְצֻרִים
BDB3680,H3341,יָצַת
BDB3682,H3342,יֶ֫קֶב
BDB3683,H3344,יָקַד
BDB3684,H3350,יְקוֺד
BDB3685,H4168,מוֺקֵד
BDB3686,H4169,מוֺקְדָה
BDB3686,H3347,מוֺקְדָה
BDB3689,H3348,יָקֶה
BDB3690,H3354,יְקוּתִיאֵל
BDB3692,H3349,יִקְהָה
BDB3694,H3355,יָקְטָן
BDB3695,H3362,יָקְנְעָם
BDB3696,H3363,יָקַע
BDB3697,H3364,יָקַץ
BDB3698,H3365,יָקַר
BDB3699,H3368,יָקָר
BDB3700,H3366,יְקָר
BDB3701,H3357,יַקִּיר
BDB3702,H3369,יָקשׁ
BDB3703,H3352,יָקוֺשׁ
BDB3704,H3353,יָקוּשׁ
BDB3705,H4170,מוֺקֵשׁ
BDB3706,H3370,יָקְשָׁן
BDB3707,H3371,יָקְתְאֵל
BDB3708,H3372,יָרֵא
BDB3708,H3373,יָרֵא
BDB3709,H3373,יָרֵא
BDB3710,H3374,יִרְאָה
BDB3711,H3375,יִרְאוֺן
BDB3712,H4172,מוֺרָא
BDB3713,H4172,מוֺרָה
BDB3714,H8493,ִתּירְיָא
BDB3715,H3384,יָרָא
BDB3716,H3376,יִרְאִיָּיה֯
BDB3717,H3381,יָרַד
BDB3718,H3382,יֶ֫רֶד
BDB3719,H4174,מוֺרָד
BDB3720,H3383,יַרְדֵּן
BDB3721,H3384,יָרָה
BDB3721,H4175,יָרָה
BDB3722,H3139,יוֺרָה
BDB3723,H3138,יוֺרֶה
BDB3724,H4175,מוֺרֶה
BDB3725,H4175,מוֺרֶה
BDB3725,H4176,מוֺרֶה
BDB3726,H8451,תּוֺרָה
BDB3726,H8452,תּוֺרָה
